Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Callee","pygame (module)","pygame.sysfont (module)",1,0.00,0.00,0.10,0.10,"sysfont.py",
"Callee","pygame (module)","pygame.threads (module)",1,0.03,0.01,39.48,7.83,"__init__.py",
"Callee","pygame (module)","pygame.version (module)",1,0.00,0.00,0.00,0.00,"version.py",
"Callee","pygame (module)","string (module)",1,0.00,0.00,3.02,0.03,"string.py",
"Callee","pygame (module)","sys.getwindowsversion",2,0.00,0.00,0.00,0.00,"sys",
"Root","pygame._numpysndarray (module)","pygame._numpysndarray (module)",1,0.00,0.00,4.16,4.16,"_numpysndarray.py",
"Caller","pygame._numpysndarray (module)","pygame.sndarray (module)",1,0.00,0.00,4.16,4.16,"sndarray.py",
"Root","pygame._numpysurfarray (module)","pygame._numpysurfarray (module)",1,0.00,0.00,4.29,4.29,"_numpysurfarray.py",
"Caller","pygame._numpysurfarray (module)","pygame.surfarray (module)",1,0.00,0.00,4.29,4.29,"surfarray.py",
"Root","pygame.base.init","pygame.base.init",2,0.12,0.12,82.31,82.31,"pygame.base",
"Caller","pygame.base.init","racing-game-fixed.Game.init",1,0.12,0.12,164.58,164.58,"racing-game-fixed.py",
"Caller","pygame.base.init","racing-game-fixed.GUI.__init__",1,0.00,0.00,0.04,0.04,"racing-game-fixed.py",
"Root","pygame.base.quit","pygame.base.quit",1,0.18,0.18,238.18,238.18,"pygame.base",
"Caller","pygame.base.quit","racing-game-fixed.Game.quit",1,0.18,0.18,238.18,238.18,"racing-game-fixed.py",
"Root","pygame.colordict (module)","pygame.colordict (module)",1,0.00,0.00,0.03,0.03,"colordict.py",
"Caller","pygame.colordict (module)","pygame (module)",1,0.00,0.00,0.03,0.03,"__init__.py",
"Root","pygame.compat (module)","pygame.compat (module)",1,0.00,0.00,0.03,0.02,"compat.py",
"Caller","pygame.compat (module)","pygame (module)",1,0.00,0.00,0.03,0.02,"__init__.py",
"Callee","pygame.compat (module)","eval",1,0.00,0.00,0.02,0.02,"builtins",
"Root","pygame.compat.get_BytesIO","pygame.compat.get_BytesIO",1,0.00,0.00,4.32,4.32,"compat.py",
"Caller","pygame.compat.get_BytesIO","pygame.pkgdata (module)",1,0.00,0.00,4.32,4.32,"pkgdata.py",
"Root","pygame.compat.geterror","pygame.compat.geterror",3,0.00,0.00,0.00,0.00,"compat.py",
"Caller","pygame.compat.geterror","pygame (module)",3,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","pygame.compat.geterror","sys.exc_info",3,0.00,0.00,0.00,0.00,"sys",
"Root","pygame.cursors (module)","pygame.cursors (module)",1,0.00,0.00,0.00,0.00,"cursors.py",
"Caller","pygame.cursors (module)","pygame (module)",1,0.00,0.00,0.00,0.00,"__init__.py",
"Root","pygame.display.flip","pygame.display.flip","7,907",1.10,1.10,0.19,0.19,"pygame.display",
"Caller","pygame.display.flip","racing-game-fixed.GUI.endDraw","7,907",1.10,1.10,0.19,0.19,"racing-game-fixed.py",
"Root","pygame.display.set_caption","pygame.display.set_caption",1,0.00,0.00,0.06,0.06,"pygame.display",
"Caller","pygame.display.set_caption","racing-game-fixed.GUI.setCaption",1,0.00,0.00,0.06,0.06,"racing-game-fixed.py",
"Root","pygame.display.set_mode","pygame.display.set_mode",1,0.19,0.01,251.11,7.87,"pygame.display",
"Caller","pygame.display.set_mode","racing-game-fixed.GUI.__init__",1,0.19,0.01,251.11,7.87,"racing-game-fixed.py",
"Callee","pygame.display.set_mode","pygame.pkgdata (module)",1,0.18,0.01,242.67,20.10,"pkgdata.py",
"Callee","pygame.display.set_mode","pygame.pkgdata.getResource",1,0.00,0.00,0.57,0.06,"pkgdata.py",
"Root","pygame.event.get","pygame.event.get","7,907",0.75,0.75,0.13,0.13,"pygame.event",
"Caller","pygame.event.get","racing-game-fixed.Game.loop","7,907",0.75,0.75,0.13,0.13,"racing-game-fixed.py",
"Root","pygame.imageext.load_extended","pygame.imageext.load_extended","3,043",1.79,1.79,0.80,0.80,"pygame.imageext",
"Caller","pygame.imageext.load_extended","racing-game-fixed.AnimatedTexture.__init__","3,040",1.78,1.78,0.79,0.79,"racing-game-fixed.py",
"Caller","pygame.imageext.load_extended","racing-game-fixed.Texture.__init__",3,0.01,0.01,4.77,4.77,"racing-game-fixed.py",
"Root","pygame.key.get_pressed","pygame.key.get_pressed","7,907",0.02,0.02,0.00,0.00,"pygame.key",
"Caller","pygame.key.get_pressed","racing-game-fixed.Game.processPlayer","7,907",0.02,0.02,0.00,0.00,"racing-game-fixed.py",
"Root","pygame.MissingModule","pygame.MissingModule",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","pygame.MissingModule","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.MissingModule.__init__","pygame.MissingModule.__init__",3,0.00,0.00,0.01,0.01,"__init__.py",
"Caller","pygame.MissingModule.__init__","pygame (module)",3,0.00,0.00,0.01,0.01,"__init__.py",
"Callee","pygame.MissingModule.__init__","sys.exc_info",3,0.00,0.00,0.00,0.00,"sys",
"Root","pygame.pkgdata (module)","pygame.pkgdata (module)",1,0.18,0.01,242.67,20.10,"pkgdata.py",
"Caller","pygame.pkgdata (module)","pygame.display.set_mode",1,0.18,0.01,242.67,20.10,"pygame.display",
"Callee","pygame.pkgdata (module)"," (module)",1,0.16,0.03,218.26,44.63,"__init__.py",
"Callee","pygame.pkgdata (module)","pygame.compat.get_BytesIO",1,0.00,0.00,4.32,4.32,"compat.py",
"Root","pygame.pkgdata.getResource","pygame.pkgdata.getResource",1,0.00,0.00,0.57,0.06,"pkgdata.py",
"Caller","pygame.pkgdata.getResource","pygame.display.set_mode",1,0.00,0.00,0.57,0.06,"pygame.display",
"Callee","pygame.pkgdata.getResource","ResourceManager.resource_exists",1,0.00,0.00,0.33,0.05,"__init__.py",
"Callee","pygame.pkgdata.getResource","ResourceManager.resource_stream",1,0.00,0.00,0.18,0.03,"__init__.py",
"Root","pygame.sndarray (module)","pygame.sndarray (module)",1,0.00,0.00,5.19,1.03,"sndarray.py",
"Caller","pygame.sndarray (module)","pygame (module)",1,0.00,0.00,5.19,1.03,"__init__.py",
"Callee","pygame.sndarray (module)","pygame._numpysndarray (module)",1,0.00,0.00,4.16,4.16,"_numpysndarray.py",
"Root","pygame.sprite (module)","pygame.sprite (module)",1,0.00,0.00,2.70,1.26,"sprite.py",
"Caller","pygame.sprite (module)","pygame (module)",1,0.00,0.00,2.70,1.26,"__init__.py",
"Callee","pygame.sprite (module)","__build_class__",11,0.00,0.00,0.13,0.12,"builtins",
"Callee","pygame.sprite (module)","dir",1,0.00,0.00,0.03,0.03,"builtins",
"Root","pygame.sprite.AbstractGroup","pygame.sprite.AbstractGroup",1,0.00,0.00,0.01,0.01,"sprite.py",
"Caller","pygame.sprite.AbstractGroup","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","pygame.sprite.collide_circle_ratio","pygame.sprite.collide_circle_ratio",1,0.00,0.00,0.00,0.00,"sprite.py",
"Caller","pygame.sprite.collide_circle_ratio","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.sprite.collide_rect_ratio","pygame.sprite.collide_rect_ratio",1,0.00,0.00,0.00,0.00,"sprite.py",
"Caller","pygame.sprite.collide_rect_ratio","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.sprite.DirtySprite","pygame.sprite.DirtySprite",1,0.00,0.00,0.01,0.01,"sprite.py",
"Caller","pygame.sprite.DirtySprite","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","pygame.sprite.Group","pygame.sprite.Group",1,0.00,0.00,0.00,0.00,"sprite.py",
"Caller","pygame.sprite.Group","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.sprite.GroupSingle","pygame.sprite.GroupSingle",1,0.00,0.00,0.00,0.00,"sprite.py",
"Caller","pygame.sprite.GroupSingle","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.sprite.LayeredDirty","pygame.sprite.LayeredDirty",1,0.00,0.00,0.00,0.00,"sprite.py",
"Caller","pygame.sprite.LayeredDirty","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.sprite.LayeredUpdates","pygame.sprite.LayeredUpdates",1,0.00,0.00,0.00,0.00,"sprite.py",
"Caller","pygame.sprite.LayeredUpdates","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.sprite.OrderedUpdates","pygame.sprite.OrderedUpdates",1,0.00,0.00,0.00,0.00,"sprite.py",
"Caller","pygame.sprite.OrderedUpdates","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.sprite.RenderUpdates","pygame.sprite.RenderUpdates",1,0.00,0.00,0.00,0.00,"sprite.py",
"Caller","pygame.sprite.RenderUpdates","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.sprite.Sprite","pygame.sprite.Sprite",1,0.00,0.00,0.00,0.00,"sprite.py",
"Caller","pygame.sprite.Sprite","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.Surface.blit","pygame.Surface.blit","85,019",4.21,4.21,0.07,0.07,"Unidentifiable Method",
"Caller","pygame.Surface.blit","racing-game-fixed.GUI.beginDraw","7,907",0.92,0.92,0.16,0.16,"racing-game-fixed.py",
"Caller","pygame.Surface.blit","racing-game-fixed.GUI.blitSurface","77,112",3.28,3.28,0.06,0.06,"racing-game-fixed.py",
"Root","pygame.Surface.convert","pygame.Surface.convert",1,0.00,0.00,0.71,0.71,"Unidentifiable Method",
"Caller","pygame.Surface.convert","racing-game-fixed.GUI.__init__",1,0.00,0.00,0.71,0.71,"racing-game-fixed.py",
"Root","pygame.Surface.convert_alpha","pygame.Surface.convert_alpha","3,043",0.19,0.19,0.08,0.08,"Unidentifiable Method",
"Caller","pygame.Surface.convert_alpha","racing-game-fixed.AnimatedTexture.__init__","3,040",0.18,0.18,0.08,0.08,"racing-game-fixed.py",
"Caller","pygame.Surface.convert_alpha","racing-game-fixed.Texture.__init__",3,0.01,0.01,3.99,3.99,"racing-game-fixed.py",
"Root","pygame.Surface.fill","pygame.Surface.fill",1,0.00,0.00,0.12,0.12,"Unidentifiable Method",
"Caller","pygame.Surface.fill","racing-game-fixed.GUI.__init__",1,0.00,0.00,0.12,0.12,"racing-game-fixed.py",
"Root","pygame.Surface.get_rect","pygame.Surface.get_rect","589,429",0.06,0.06,0.00,0.00,"Unidentifiable Method",
"Caller","pygame.Surface.get_rect","racing-game-fixed.GUI.blitSurface","589,429",0.06,0.06,0.00,0.00,"racing-game-fixed.py",
"Root","pygame.Surface.get_size","pygame.Surface.get_size",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","pygame.Surface.get_size","racing-game-fixed.GUI.__init__",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","pygame.surfarray (module)","pygame.surfarray (module)",1,0.01,0.00,9.70,5.08,"surfarray.py",
"Caller","pygame.surfarray (module)","pygame (module)",1,0.01,0.00,9.70,5.08,"__init__.py",
"Callee","pygame.surfarray (module)","pygame._numpysurfarray (module)",1,0.00,0.00,4.29,4.29,"_numpysurfarray.py",
"Callee","pygame.surfarray (module)","warnings (module)",1,0.00,0.00,0.33,0.08,"warnings.py",
"Root","pygame.sysfont (module)","pygame.sysfont (module)",1,0.00,0.00,0.10,0.10,"sysfont.py",
"Caller","pygame.sysfont (module)","pygame (module)",1,0.00,0.00,0.10,0.10,"__init__.py",
"Root","pygame.threads (module)","pygame.threads (module)",1,0.03,0.01,39.48,7.83,"__init__.py",
"Caller","pygame.threads (module)","pygame (module)",1,0.03,0.01,39.48,7.83,"__init__.py",
"Callee","pygame.threads (module)","__build_class__",2,0.00,0.00,0.17,0.17,"builtins",
"Callee","pygame.threads (module)","multiprocessing (module)",1,0.02,0.01,30.92,9.23,"__init__.py",
"Callee","pygame.threads (module)","queue (module)",1,0.00,0.00,0.38,0.02,"queue.py",
"Root","pygame.threads.FuncResult","pygame.threads.FuncResult",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","pygame.threads.FuncResult","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.threads.WorkerQueue","pygame.threads.WorkerQueue",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","pygame.threads.WorkerQueue","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","pygame.time.Clock","pygame.time.Clock",1,0.00,0.00,0.00,0.00,"pygame.time",
"Caller","pygame.time.Clock","racing-game-fixed.Game.loop",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","pygame.transform.smoothscale","pygame.transform.smoothscale","3,043",0.68,0.68,0.30,0.30,"pygame.transform",
"Caller","pygame.transform.smoothscale","racing-game-fixed.AnimatedTexture.scaleTo","3,040",0.68,0.68,0.30,0.30,"racing-game-fixed.py",
"Caller","pygame.transform.smoothscale","racing-game-fixed.Texture.scaleTo",3,0.00,0.00,0.47,0.47,"racing-game-fixed.py",
"Root","pygame.version (module)","pygame.version (module)",1,0.00,0.00,0.00,0.00,"version.py",
"Caller","pygame.version (module)","pygame (module)",1,0.00,0.00,0.00,0.00,"__init__.py",
"Root","queue (module)","queue (module)",1,0.00,0.00,0.38,0.02,"queue.py",
"Caller","queue (module)","pygame.threads (module)",1,0.00,0.00,0.38,0.02,"__init__.py",
"Callee","queue (module)","__build_class__",5,0.00,0.00,0.07,0.07,"builtins",
"Root","queue.Empty","queue.Empty",1,0.00,0.00,0.00,0.00,"queue.py",
"Caller","queue.Empty","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","queue.Full","queue.Full",1,0.00,0.00,0.00,0.00,"queue.py",
"Caller","queue.Full","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","queue.LifoQueue","queue.LifoQueue",1,0.00,0.00,0.00,0.00,"queue.py",
"Caller","queue.LifoQueue","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","queue.PriorityQueue","queue.PriorityQueue",1,0.00,0.00,0.00,0.00,"queue.py",
"Caller","queue.PriorityQueue","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","queue.Queue","queue.Queue",1,0.00,0.00,0.01,0.01,"queue.py",
"Caller","queue.Queue","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","quopri (module)","quopri (module)",1,0.00,0.00,0.01,0.01,"quopri.py",
"Caller","quopri (module)","email.utils (module)",1,0.00,0.00,0.01,0.01,"utils.py",
"Root","racing-game-fixed (module)","racing-game-fixed (module)",1,100.00,0.01,"135,021.93",12.00,"racing-game-fixed.py",
"Callee","racing-game-fixed (module)","__build_class__",14,0.00,0.00,0.25,0.25,"builtins",
"Callee","racing-game-fixed (module)","Constants (module)",1,0.00,0.00,0.00,0.00,"Constants.py",
"Callee","racing-game-fixed (module)","pygame (module)",1,0.07,0.03,98.13,37.50,"__init__.py",
"Callee","racing-game-fixed (module)","racing-game-fixed.Game.__init__",1,99.91,0.00,"134,900.72",1.03,"racing-game-fixed.py",
"Callee","racing-game-fixed (module)","random (module)",1,0.01,0.00,7.60,3.48,"random.py",
"Root","racing-game-fixed.AnimatedTexture","racing-game-fixed.AnimatedTexture",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.AnimatedTexture","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.AnimatedTexture.__init__","racing-game-fixed.AnimatedTexture.__init__",274,1.99,0.02,9.79,0.08,"racing-game-fixed.py",
"Caller","racing-game-fixed.AnimatedTexture.__init__","racing-game-fixed.Explosion.__init__",89,1.42,0.01,21.51,0.19,"racing-game-fixed.py",
"Caller","racing-game-fixed.AnimatedTexture.__init__","racing-game-fixed.NormalCar.__init__",185,0.57,0.00,4.15,0.03,"racing-game-fixed.py",
"Callee","racing-game-fixed.AnimatedTexture.__init__","list.append","6,080",0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","racing-game-fixed.AnimatedTexture.__init__","ntpath.splitext",274,0.00,0.00,0.01,0.00,"ntpath.py",
"Callee","racing-game-fixed.AnimatedTexture.__init__","pygame.imageext.load_extended","3,040",1.78,1.78,0.79,0.79,"pygame.imageext",
"Callee","racing-game-fixed.AnimatedTexture.__init__","pygame.Surface.convert_alpha","3,040",0.18,0.18,0.08,0.08,"Unidentifiable Method",
"Callee","racing-game-fixed.AnimatedTexture.__init__","racing-game-fixed.AnimatedTexture.start",274,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.AnimatedTexture.advanceFrame","racing-game-fixed.AnimatedTexture.advanceFrame","2,654",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.AnimatedTexture.advanceFrame","racing-game-fixed.AnimatedTexture.update","2,654",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.AnimatedTexture.advanceFrame","len","2,654",0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.AnimatedTexture.scaleTo","racing-game-fixed.AnimatedTexture.scaleTo",274,0.69,0.00,3.39,0.02,"racing-game-fixed.py",
"Caller","racing-game-fixed.AnimatedTexture.scaleTo","racing-game-fixed.Sprite.__init__",274,0.69,0.00,3.39,0.02,"racing-game-fixed.py",
"Callee","racing-game-fixed.AnimatedTexture.scaleTo","len",274,0.00,0.00,0.00,0.00,"builtins",
"Callee","racing-game-fixed.AnimatedTexture.scaleTo","pygame.transform.smoothscale","3,040",0.68,0.68,0.30,0.30,"pygame.transform",
"Root","racing-game-fixed.AnimatedTexture.start","racing-game-fixed.AnimatedTexture.start",274,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.AnimatedTexture.start","racing-game-fixed.AnimatedTexture.__init__",274,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.AnimatedTexture.start","time.time",274,0.00,0.00,0.00,0.00,"time",
"Root","racing-game-fixed.AnimatedTexture.update","racing-game-fixed.AnimatedTexture.update","3,171",0.01,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.AnimatedTexture.update","racing-game-fixed.Explosion.update","3,171",0.01,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.AnimatedTexture.update","racing-game-fixed.AnimatedTexture.advanceFrame","2,654",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.AnimatedTexture.update","time.time","3,171",0.00,0.00,0.00,0.00,"time",
"Root","racing-game-fixed.Camera","racing-game-fixed.Camera",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Camera","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.Camera.__init__","racing-game-fixed.Camera.__init__",1,0.00,0.00,0.01,0.01,"racing-game-fixed.py",
"Caller","racing-game-fixed.Camera.__init__","racing-game-fixed.Game.init",1,0.00,0.00,0.01,0.01,"racing-game-fixed.py",
"Root","racing-game-fixed.Camera.applyOffset","racing-game-fixed.Camera.applyOffset","77,112",0.02,0.02,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Camera.applyOffset","racing-game-fixed.GUI.blitSurface","77,112",0.02,0.02,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Camera.canSee","racing-game-fixed.Camera.canSee","589,429",0.27,0.27,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Camera.canSee","racing-game-fixed.GUI.blitSurface","589,429",0.27,0.27,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Camera.update","racing-game-fixed.Camera.update","7,907",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Camera.update","racing-game-fixed.Game.update","7,907",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Car","racing-game-fixed.Car",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Car","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.Car.__init__","racing-game-fixed.Car.__init__",186,0.02,0.00,0.14,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Car.__init__","racing-game-fixed.NormalCar.__init__",185,0.02,0.00,0.14,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Car.__init__","racing-game-fixed.PlayerCar.__init__",1,0.00,0.00,0.38,0.28,"racing-game-fixed.py",
"Callee","racing-game-fixed.Car.__init__","racing-game-fixed.GameObject.__init__",186,0.02,0.00,0.13,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Car.accelerate","racing-game-fixed.Car.accelerate","570,621",0.28,0.28,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Car.accelerate","racing-game-fixed.Car.act","7,907",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Car.accelerate","racing-game-fixed.NormalCar.act","562,714",0.27,0.27,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Car.act","racing-game-fixed.Car.act","7,907",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Car.act","racing-game-fixed.Car.update","7,907",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Car.act","racing-game-fixed.Car.accelerate","7,907",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Car.slow","racing-game-fixed.Car.slow","10,452",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Car.slow","racing-game-fixed.NormalCar.hit","7,842",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Car.slow","racing-game-fixed.PlayerCar.hit","2,610",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Car.update","racing-game-fixed.Car.update","570,621",0.88,0.31,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Car.update","racing-game-fixed.Game.update","570,621",0.88,0.31,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Car.update","racing-game-fixed.Car.act","7,907",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Car.update","racing-game-fixed.NormalCar.act","562,714",0.56,0.29,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.checkCollision","racing-game-fixed.checkCollision","25,548,056",27.44,11.39,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.checkCollision","racing-game-fixed.checkCollision","573,703",0.00,0.31,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.checkCollision","racing-game-fixed.Game.doPhysics","24,974,353",27.44,11.08,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.checkCollision","racing-game-fixed.checkCollision","573,703",0.00,0.31,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.checkCollision","racing-game-fixed.checkCollisionBoxBox","24,400,650",15.53,14.99,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.checkCollision","racing-game-fixed.checkCollisionBoxInvertedBox","573,703",0.52,0.52,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.checkCollisionBoxBox","racing-game-fixed.checkCollisionBoxBox","24,400,650",15.53,14.99,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.checkCollisionBoxBox","racing-game-fixed.checkCollision","24,400,650",15.53,14.99,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.checkCollisionBoxBox","abs","29,332,283",0.54,0.54,0.00,0.00,"builtins",
"Root","racing-game-fixed.checkCollisionBoxInvertedBox","racing-game-fixed.checkCollisionBoxInvertedBox","573,703",0.52,0.52,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.checkCollisionBoxInvertedBox","racing-game-fixed.checkCollision","573,703",0.52,0.52,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.CollisionSolver","racing-game-fixed.CollisionSolver",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.CollisionSolver","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.Explosion","racing-game-fixed.Explosion",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Explosion","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.Explosion.__init__","racing-game-fixed.Explosion.__init__",89,2.09,0.00,31.69,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Explosion.__init__","racing-game-fixed.GameObject.explode",89,2.09,0.00,31.69,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Explosion.__init__","racing-game-fixed.AnimatedTexture.__init__",89,1.42,0.01,21.51,0.19,"racing-game-fixed.py",
"Callee","racing-game-fixed.Explosion.__init__","racing-game-fixed.GameObject.__init__",89,0.67,0.00,10.17,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Explosion.update","racing-game-fixed.Explosion.update","3,171",0.01,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Explosion.update","racing-game-fixed.Game.update","3,171",0.01,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Explosion.update","racing-game-fixed.AnimatedTexture.update","3,171",0.01,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Game","racing-game-fixed.Game",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.Game.__init__","racing-game-fixed.Game.__init__",1,99.91,0.00,"134,900.72",1.03,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.__init__","racing-game-fixed (module)",1,99.91,0.00,"134,900.72",1.03,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.__init__","racing-game-fixed.Game.init",1,0.33,0.00,448.72,1.12,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.__init__","racing-game-fixed.Game.loop",1,99.40,0.09,"134,212.79",117.47,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.__init__","racing-game-fixed.Game.quit",1,0.18,0.00,238.19,0.01,"racing-game-fixed.py",
"Root","racing-game-fixed.Game.addChallenge","racing-game-fixed.Game.addChallenge","7,907",0.65,0.02,0.11,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.addChallenge","racing-game-fixed.Game.loop","7,907",0.65,0.02,0.11,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.addChallenge","len","2,596",0.00,0.00,0.00,0.00,"builtins",
"Callee","racing-game-fixed.Game.addChallenge","racing-game-fixed.Game.addNormalCar",185,0.62,0.00,4.49,0.01,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.addChallenge","time.time","8,092",0.01,0.01,0.00,0.00,"time",
"Root","racing-game-fixed.Game.addNormalCar","racing-game-fixed.Game.addNormalCar",185,0.62,0.00,4.49,0.01,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.addNormalCar","racing-game-fixed.Game.addChallenge",185,0.62,0.00,4.49,0.01,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.addNormalCar","len",185,0.00,0.00,0.00,0.00,"builtins",
"Callee","racing-game-fixed.Game.addNormalCar","list.append",185,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","racing-game-fixed.Game.addNormalCar","print",185,0.02,0.02,0.16,0.16,"builtins",
