Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Callee","__build_class__",".ContextualZipFile",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".DefaultProvider",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".DistInfoDistribution",1,0.00,0.00,0.22,0.00,"__init__.py",
"Callee","__build_class__",".Distribution",1,0.00,0.00,0.01,0.01,"__init__.py",
"Callee","__build_class__",".DistributionNotFound",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".EggMetadata",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".EggProvider",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".EmptyProvider",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".EntryPoint",1,0.00,0.00,0.45,0.01,"__init__.py",
"Callee","__build_class__",".Environment",1,0.00,0.00,0.16,0.03,"__init__.py",
"Callee","__build_class__",".ExtractionError",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".FileMetadata",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".IMetadataProvider",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".IResourceProvider",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".MarkerEvaluation",1,0.00,0.00,0.01,0.01,"__init__.py",
"Callee","__build_class__",".MemoizedZipManifests",1,0.01,0.00,7.44,0.00,"__init__.py",
"Callee","__build_class__",".NullProvider",1,0.00,0.00,0.01,0.01,"__init__.py",
"Callee","__build_class__",".PathMetadata",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".PEP440Warning",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".Requirement",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".RequirementParseError",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".ResolutionError",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".ResourceManager",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".SetuptoolsLegacyVersion",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".SetuptoolsVersion",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".UnknownExtra",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".VersionConflict",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".WorkingSet",1,0.00,0.00,0.01,0.01,"__init__.py",
"Callee","__build_class__",".ZipManifests",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__",".ZipProvider",1,0.00,0.00,0.01,0.01,"__init__.py",
"Callee","__build_class__","__future__._Feature",1,0.00,0.00,0.00,0.00,"__future__.py",
"Callee","__build_class__","_compat.__new__",1,0.00,0.00,0.04,0.00,"_compat.py",
"Callee","__build_class__","_compat.metaclass",1,0.00,0.00,0.00,0.00,"_compat.py",
"Callee","__build_class__","_structures.Infinity",1,0.00,0.00,0.00,0.00,"_structures.py",
"Callee","__build_class__","_structures.NegativeInfinity",1,0.00,0.00,0.00,0.00,"_structures.py",
"Callee","__build_class__","<string>._Version",1,0.00,0.00,0.01,0.01,"(string)",
"Callee","__build_class__","<string>.DefragResult",1,0.00,0.00,0.01,0.01,"(string)",
"Callee","__build_class__","<string>.manifest_mod",1,0.00,0.00,0.01,0.01,"(string)",
"Callee","__build_class__","<string>.ParseResult",1,0.00,0.00,0.01,0.01,"(string)",
"Callee","__build_class__","<string>.SplitResult",1,0.00,0.00,0.01,0.01,"(string)",
"Callee","__build_class__","abc.__new__",6,0.00,0.00,0.06,0.02,"abc.py",
"Callee","__build_class__","calendar._localized_day",1,0.00,0.00,0.07,0.06,"calendar.py",
"Callee","__build_class__","calendar._localized_month",1,0.00,0.00,0.07,0.05,"calendar.py",
"Callee","__build_class__","calendar.Calendar",1,0.00,0.00,0.01,0.01,"calendar.py",
"Callee","__build_class__","calendar.different_locale",1,0.00,0.00,0.00,0.00,"calendar.py",
"Callee","__build_class__","calendar.HTMLCalendar",1,0.00,0.00,0.00,0.00,"calendar.py",
"Callee","__build_class__","calendar.IllegalMonthError",1,0.00,0.00,0.00,0.00,"calendar.py",
"Callee","__build_class__","calendar.IllegalWeekdayError",1,0.00,0.00,0.00,0.00,"calendar.py",
"Callee","__build_class__","calendar.LocaleHTMLCalendar",1,0.00,0.00,0.00,0.00,"calendar.py",
"Callee","__build_class__","calendar.LocaleTextCalendar",1,0.00,0.00,0.00,0.00,"calendar.py",
"Callee","__build_class__","calendar.TextCalendar",1,0.00,0.00,0.00,0.00,"calendar.py",
"Callee","__build_class__","copy._EmptyClass",1,0.00,0.00,0.00,0.00,"copy.py",
"Callee","__build_class__","copy.Error",1,0.00,0.00,0.00,0.00,"copy.py",
"Callee","__build_class__","datetime.date",1,0.00,0.00,0.01,0.01,"datetime.py",
"Callee","__build_class__","datetime.datetime",1,0.00,0.00,0.01,0.01,"datetime.py",
"Callee","__build_class__","datetime.time",1,0.00,0.00,0.01,0.01,"datetime.py",
"Callee","__build_class__","datetime.timedelta",1,0.00,0.00,0.09,0.09,"datetime.py",
"Callee","__build_class__","datetime.timezone",1,0.00,0.00,0.09,0.06,"datetime.py",
"Callee","__build_class__","datetime.tzinfo",1,0.00,0.00,0.00,0.00,"datetime.py",
"Callee","__build_class__","email._parseaddr.AddressList",1,0.00,0.00,0.00,0.00,"_parseaddr.py",
"Callee","__build_class__","email._parseaddr.AddrlistClass",1,0.00,0.00,0.00,0.00,"_parseaddr.py",
"Callee","__build_class__","email.charset.Charset",1,0.00,0.00,0.00,0.00,"charset.py",
"Callee","__build_class__","email.errors.BoundaryError",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.CharsetError",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.FirstHeaderLineIsContinuationDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.HeaderParseError",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.MalformedHeaderDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.MessageDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.MessageError",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.MessageParseError",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.MisplacedEnvelopeHeaderDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.MultipartConversionError",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.MultipartInvariantViolationDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.NoBoundaryInMultipartDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.errors.StartBoundaryNotFoundDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Callee","__build_class__","email.feedparser.BufferedSubFile",1,0.00,0.00,0.00,0.00,"feedparser.py",
"Callee","__build_class__","email.feedparser.BytesFeedParser",1,0.00,0.00,0.00,0.00,"feedparser.py",
"Callee","__build_class__","email.feedparser.FeedParser",1,0.00,0.00,0.00,0.00,"feedparser.py",
"Callee","__build_class__","email.header._Accumulator",1,0.00,0.00,0.00,0.00,"header.py",
"Callee","__build_class__","email.header._ValueFormatter",1,0.00,0.00,0.00,0.00,"header.py",
"Callee","__build_class__","email.header.Header",1,0.00,0.00,0.00,0.00,"header.py",
"Callee","__build_class__","email.message.Message",1,0.00,0.00,0.69,0.67,"message.py",
"Callee","__build_class__","email.parser.BytesParser",1,0.00,0.00,0.00,0.00,"parser.py",
"Callee","__build_class__","email.parser.HeaderParser",1,0.00,0.00,0.00,0.00,"parser.py",
"Callee","__build_class__","email.parser.Parser",1,0.00,0.00,0.00,0.00,"parser.py",
"Callee","__build_class__","email.quoprimime._body_accumulator",1,0.00,0.00,0.00,0.00,"quoprimime.py",
"Callee","__build_class__","multiprocessing.AuthenticationError",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__","multiprocessing.BufferTooShort",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__","multiprocessing.process._MainProcess",1,0.00,0.00,0.00,0.00,"process.py",
"Callee","__build_class__","multiprocessing.process.AuthenticationString",1,0.00,0.00,0.00,0.00,"process.py",
"Callee","__build_class__","multiprocessing.process.Process",1,0.00,0.00,0.01,0.01,"process.py",
"Callee","__build_class__","multiprocessing.ProcessError",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__","multiprocessing.TimeoutError",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__","multiprocessing.util.Finalize",1,0.00,0.00,0.00,0.00,"util.py",
"Callee","__build_class__","multiprocessing.util.ForkAwareLocal",1,0.00,0.00,0.00,0.00,"util.py",
"Callee","__build_class__","multiprocessing.util.ForkAwareThreadLock",1,0.00,0.00,0.00,0.00,"util.py",
"Callee","__build_class__","pickle._Pickler",1,0.00,0.00,0.02,0.02,"pickle.py",
"Callee","__build_class__","pickle._Stop",1,0.00,0.00,0.00,0.00,"pickle.py",
"Callee","__build_class__","pickle._Unpickler",1,0.00,0.00,0.03,0.03,"pickle.py",
"Callee","__build_class__","pickle.PickleError",1,0.00,0.00,0.00,0.00,"pickle.py",
"Callee","__build_class__","pickle.PicklingError",1,0.00,0.00,0.00,0.00,"pickle.py",
"Callee","__build_class__","pickle.UnpicklingError",1,0.00,0.00,0.00,0.00,"pickle.py",
"Callee","__build_class__","pkgutil.ImpImporter",1,0.00,0.00,0.00,0.00,"pkgutil.py",
"Callee","__build_class__","pkgutil.ImpLoader",1,0.00,0.00,0.00,0.00,"pkgutil.py",
"Callee","__build_class__","platform._popen",1,0.00,0.00,0.00,0.00,"platform.py",
"Callee","__build_class__","plistlib._InternalDict",1,0.00,0.00,0.00,0.00,"plistlib.py",
"Callee","__build_class__","plistlib.Data",1,0.00,0.00,0.00,0.00,"plistlib.py",
"Callee","__build_class__","plistlib.Dict",1,0.00,0.00,0.00,0.00,"plistlib.py",
"Callee","__build_class__","plistlib.DumbXMLWriter",1,0.00,0.00,0.00,0.00,"plistlib.py",
"Callee","__build_class__","plistlib.Plist",1,0.00,0.00,0.00,0.00,"plistlib.py",
"Callee","__build_class__","plistlib.PlistParser",1,0.00,0.00,0.00,0.00,"plistlib.py",
"Callee","__build_class__","plistlib.PlistWriter",1,0.00,0.00,0.00,0.00,"plistlib.py",
"Callee","__build_class__","pygame.MissingModule",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__","pygame.sprite.AbstractGroup",1,0.00,0.00,0.01,0.01,"sprite.py",
"Callee","__build_class__","pygame.sprite.collide_circle_ratio",1,0.00,0.00,0.00,0.00,"sprite.py",
"Callee","__build_class__","pygame.sprite.collide_rect_ratio",1,0.00,0.00,0.00,0.00,"sprite.py",
"Callee","__build_class__","pygame.sprite.DirtySprite",1,0.00,0.00,0.01,0.01,"sprite.py",
"Callee","__build_class__","pygame.sprite.Group",1,0.00,0.00,0.00,0.00,"sprite.py",
"Callee","__build_class__","pygame.sprite.GroupSingle",1,0.00,0.00,0.00,0.00,"sprite.py",
"Callee","__build_class__","pygame.sprite.LayeredDirty",1,0.00,0.00,0.00,0.00,"sprite.py",
"Callee","__build_class__","pygame.sprite.LayeredUpdates",1,0.00,0.00,0.00,0.00,"sprite.py",
"Callee","__build_class__","pygame.sprite.OrderedUpdates",1,0.00,0.00,0.00,0.00,"sprite.py",
"Callee","__build_class__","pygame.sprite.RenderUpdates",1,0.00,0.00,0.00,0.00,"sprite.py",
"Callee","__build_class__","pygame.sprite.Sprite",1,0.00,0.00,0.00,0.00,"sprite.py",
"Callee","__build_class__","pygame.threads.FuncResult",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__","pygame.threads.WorkerQueue",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","__build_class__","queue.Empty",1,0.00,0.00,0.00,0.00,"queue.py",
"Callee","__build_class__","queue.Full",1,0.00,0.00,0.00,0.00,"queue.py",
"Callee","__build_class__","queue.LifoQueue",1,0.00,0.00,0.00,0.00,"queue.py",
"Callee","__build_class__","queue.PriorityQueue",1,0.00,0.00,0.00,0.00,"queue.py",
"Callee","__build_class__","queue.Queue",1,0.00,0.00,0.01,0.01,"queue.py",
"Callee","__build_class__","racing-game-fixed.AnimatedTexture",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.Camera",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.Car",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.CollisionSolver",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.Explosion",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.Game",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.GameObject",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.GUI",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.Lane",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.NormalCar",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.PlayerCar",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.Road",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.Sprite",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","racing-game-fixed.Texture",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","__build_class__","random.Random",1,0.00,0.00,0.01,0.01,"random.py",
"Callee","__build_class__","random.SystemRandom",1,0.00,0.00,0.00,0.00,"random.py",
"Callee","__build_class__","shutil.Error",1,0.00,0.00,0.00,0.00,"shutil.py",
"Callee","__build_class__","shutil.ExecError",1,0.00,0.00,0.00,0.00,"shutil.py",
"Callee","__build_class__","shutil.ReadError",1,0.00,0.00,0.00,0.00,"shutil.py",
"Callee","__build_class__","shutil.RegistryError",1,0.00,0.00,0.00,0.00,"shutil.py",
"Callee","__build_class__","shutil.SpecialFileError",1,0.00,0.00,0.00,0.00,"shutil.py",
"Callee","__build_class__","socket.socket",1,0.00,0.00,0.01,0.01,"socket.py",
"Callee","__build_class__","socket.SocketIO",1,0.00,0.00,0.01,0.01,"socket.py",
"Callee","__build_class__","specifiers._IndividualSpecifier",1,0.00,0.00,0.01,0.00,"specifiers.py",
"Callee","__build_class__","specifiers.BaseSpecifier",1,0.00,0.00,0.07,0.07,"specifiers.py",
"Callee","__build_class__","specifiers.InvalidSpecifier",1,0.00,0.00,0.00,0.00,"specifiers.py",
"Callee","__build_class__","specifiers.LegacySpecifier",1,0.00,0.00,0.84,0.00,"specifiers.py",
"Callee","__build_class__","specifiers.Specifier",1,0.01,0.00,10.80,0.08,"specifiers.py",
"Callee","__build_class__","specifiers.SpecifierSet",1,0.00,0.00,0.01,0.01,"specifiers.py",
"Callee","__build_class__","string.__init__",1,0.00,0.00,2.64,0.11,"string.py",
"Callee","__build_class__","string._multimap",1,0.00,0.00,0.00,0.00,"string.py",
"Callee","__build_class__","string._TemplateMetaclass",1,0.00,0.00,0.00,0.00,"string.py",
"Callee","__build_class__","string.Formatter",1,0.00,0.00,0.00,0.00,"string.py",
"Callee","__build_class__","string.Template",1,0.00,0.00,0.00,0.00,"string.py",
"Callee","__build_class__","subprocess.CalledProcessError",1,0.00,0.00,0.00,0.00,"subprocess.py",
"Callee","__build_class__","subprocess.Popen",1,0.00,0.00,0.01,0.01,"subprocess.py",
"Callee","__build_class__","subprocess.pywintypes",1,0.00,0.00,0.00,0.00,"subprocess.py",
"Callee","__build_class__","subprocess.STARTUPINFO",1,0.00,0.00,0.00,0.00,"subprocess.py",
"Callee","__build_class__","tarfile._BZ2Proxy",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile._FileInFile",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile._LowLevelFile",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile._Stream",1,0.00,0.00,0.01,0.01,"tarfile.py",
"Callee","__build_class__","tarfile._StreamProxy",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.CompressionError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.EmptyHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.EOFHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.ExFileObject",1,0.00,0.00,0.01,0.01,"tarfile.py",
"Callee","__build_class__","tarfile.ExtractError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.HeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.InvalidHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.ReadError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.StreamError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.SubsequentHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.TarError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.TarFile",1,0.00,0.00,0.02,0.02,"tarfile.py",
"Callee","__build_class__","tarfile.TarInfo",1,0.00,0.00,0.02,0.02,"tarfile.py",
"Callee","__build_class__","tarfile.TarIter",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tarfile.TruncatedHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Callee","__build_class__","tempfile._RandomNameSequence",1,0.00,0.00,0.01,0.01,"tempfile.py",
"Callee","__build_class__","tempfile._TemporaryFileWrapper",1,0.00,0.00,0.01,0.01,"tempfile.py",
"Callee","__build_class__","tempfile.SpooledTemporaryFile",1,0.00,0.00,0.01,0.01,"tempfile.py",
"Callee","__build_class__","tempfile.TemporaryDirectory",1,0.00,0.00,0.01,0.01,"tempfile.py",
"Callee","__build_class__","textwrap.TextWrapper",1,0.00,0.00,0.75,0.01,"textwrap.py",
"Callee","__build_class__","threading._BoundedSemaphore",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading._Condition",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading._DummyThread",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading._Event",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading._MainThread",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading._RLock",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading._Semaphore",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading._Timer",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading._Verbose",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading.Barrier",1,0.00,0.00,0.01,0.01,"threading.py",
"Callee","__build_class__","threading.BrokenBarrierError",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","__build_class__","threading.Thread",1,0.00,0.00,0.01,0.01,"threading.py",
"Callee","__build_class__","types._C",1,0.00,0.00,0.00,0.00,"types.py",
"Callee","__build_class__","urllib.parse._NetlocResultMixinBase",1,0.00,0.00,0.01,0.01,"parse.py",
"Callee","__build_class__","urllib.parse._NetlocResultMixinBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse._NetlocResultMixinStr",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse._ResultMixinBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse._ResultMixinStr",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse.DefragResult",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse.DefragResultBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse.ParseResult",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse.ParseResultBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse.Quoter",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse.SplitResult",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","urllib.parse.SplitResultBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","__build_class__","uu.Error",1,0.00,0.00,0.00,0.00,"uu.py",
"Callee","__build_class__","version._BaseVersion",1,0.00,0.00,0.00,0.00,"version.py",
"Callee","__build_class__","version.InvalidVersion",1,0.00,0.00,0.00,0.00,"version.py",
"Callee","__build_class__","version.LegacyVersion",1,0.00,0.00,0.00,0.00,"version.py",
"Callee","__build_class__","version.Version",1,0.00,0.00,3.04,0.01,"version.py",
